,file,artist,genre,style
88,Cubism/pablo-picasso_still-life-with-the-mandolin-1924.jpg,15,9,4
89,Northern_Renaissance/albrecht-durer_the-great-courier-1495.jpg,0,2,9
90,Symbolism/nicholas-roerich_rohtang-pass-1936.jpg,14,4,14
91,Expressionism/pyotr-konchalovsky_still-life-melon-1912.jpg,18,9,5
92,Post_Impressionism/salvador-dali_vilabertrin-church-tower-1919.jpg,21,4,11
93,Symbolism/nicholas-roerich_guri-guri-dhar-ridge-1931.jpg,14,8,14
94,Romanticism/ivan-aivazovsky_crimean-coast-1886.jpg,9,4,13
95,Cubism/pablo-picasso_still-life-with-antique-bust-1925.jpg,15,9,4
96,Symbolism/nicholas-roerich_sadness-two-in-boat-1939.jpg,14,2,14
97,Post_Impressionism/vincent-van-gogh_the-fields-1890.jpg,22,4,11
98,Symbolism/nicholas-roerich_place-of-mahatma-s-camp-district-kuku-nor.jpg,14,4,14
99,Baroque/rembrandt_the-jewish-bride-1666.jpg,20,2,3
100,Post_Impressionism/pyotr-konchalovsky_two-georgians-with-pitchers-every-day-in-light-aragvi-1927.jpg,18,2,11
101,Impressionism/childe-hassam_oregon-coast.jpg,3,4,7
102,Realism/pyotr-konchalovsky_horse-at-the-gate-1930.jpg,18,4,12
103,Realism/boris-kustodiev_portrait-of-f-i-chaliapin-1921-1.jpg,1,8,12
104,Impressionism/eugene-boudin_antwerp-the-schelde.jpg,6,1,7
105,Romanticism/ivan-aivazovsky_deluge-1864.jpg,9,7,13
106,Naive_Art_Primitivism/marc-chagall_illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-18.jpg,12,3,8
107,Impressionism/claude-monet_vetheuil-ice-floes.jpg,4,1,7
108,Romanticism/gustave-dore_don-quixote-81.jpg,7,3,13
109,Realism/pyotr-konchalovsky_on-the-river-protva-fisherman-1953.jpg,18,4,12
110,Northern_Renaissance/albrecht-durer_portrait-of-a-man-konrad-peutinger.jpg,0,6,9
111,Impressionism/childe-hassam_newfields-new-hampshire-1.jpg,3,4,7
112,Baroque/rembrandt_old-man-in-meditation-leaning-on-a-book-1645.jpg,20,8,3
113,Post_Impressionism/vincent-van-gogh_sower-with-setting-sun-1888.jpg,22,8,11
114,Post_Impressionism/pablo-picasso_the-death-of-casagemas-1901.jpg,15,2,11
115,Romanticism/gustave-dore_the-cruelties-of-bibars.jpg,7,3,13
116,Realism/ilya-repin_portrait-of-ivan-mikhaylovich-sechenov-russian-physiologist-1889.jpg,8,6,12
117,Realism/camille-pissarro_the-road.jpg,2,4,12
118,Realism/vincent-van-gogh_woman-feeding-chickens-1883.jpg,22,2,12
119,Impressionism/pierre-auguste-renoir_low-tide-at-yport-1883.jpg,17,4,7
120,Naive_Art_Primitivism/marc-chagall_the-large-gray-circus-1975.jpg,12,2,8
121,Realism/ivan-shishkin_forest-before-the-storm-1872.jpg,10,4,12
122,Art_Nouveau_Modern/boris-kustodiev_in-the-box-1912.jpg,1,2,2
123,Symbolism/nicholas-roerich_everest-1937.jpg,14,4,14
124,Naive_Art_Primitivism/marc-chagall_tchitchikov-on-his-bed.jpg,12,3,8
125,Realism/vincent-van-gogh_clock-clog-with-cutlery-and-a-spoon-rack-1885(1).jpg,22,9,12
126,Impressionism/claude-monet_low-tide-at-varengeville-02.jpg,4,4,7
127,Symbolism/nicholas-roerich_sketch-for-tale-of-tsar-saltan-1919-1.jpg,14,8,14
128,Impressionism/john-singer-sargent_palace-and-gardens-spain-1912.jpg,11,1,7
129,Realism/pyotr-konchalovsky_spring-day-1955.jpg,18,4,12
130,Post_Impressionism/pyotr-konchalovsky_veliky-novgorod-1926.jpg,18,8,11
131,Northern_Renaissance/albrecht-durer_portrait-of-an-unknown-man-1520.jpg,0,6,9
132,Impressionism/claude-monet_anglers-on-the-seine-at-poissy(1).jpg,4,2,7
133,Cubism/paul-cezanne_mont-sainte-victoire-1897.jpg,16,4,4
134,Expressionism/martiros-saryan_gathering-peaches-in-the-collective-farm-in-armenia-1938.jpg,13,2,5
135,Impressionism/john-singer-sargent_the-tyrol-1914.jpg,11,4,7
136,Realism/vincent-van-gogh_the-heath-with-a-wheelbarrow-1883.jpg,22,4,12
137,Romanticism/gustave-dore_paradise-lost-6.jpg,7,3,13
138,Impressionism/childe-hassam_a-spring-morning-1892.jpg,3,1,7
139,Art_Nouveau_Modern/nicholas-roerich_uglich-church-of-prince-dmitry-1904.jpg,14,1,2
140,Romanticism/ivan-aivazovsky_moscow-in-winter-from-the-sparrow-hills-1872.jpg,9,4,13
141,Cubism/paul-cezanne_farm-at-montgeroult-1898.jpg,16,1,4
142,Impressionism/camille-pissarro_june-morning-view-over-the-hills-over-pontoise-1873.jpg,2,4,7
143,Post_Impressionism/vincent-van-gogh_large-plane-trees-1889.jpg,22,4,11
144,Post_Impressionism/martiros-saryan_ashtarak-in-hazy-day-1954.jpg,13,4,11
145,Realism/vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885.jpg,22,8,12
146,Naive_Art_Primitivism/marc-chagall_striking-the-rock-5.jpg,12,7,8
147,Northern_Renaissance/albrecht-durer_portrait-of-a-man-damia-van-der-goes.jpg,0,6,9
148,Northern_Renaissance/albrecht-durer_st-jerome-1492.jpg,0,7,9
149,Post_Impressionism/vincent-van-gogh_landscape-with-the-oise-1890.jpg,22,8,11
150,Art_Nouveau_Modern/boris-kustodiev_the-harvest-1914.jpg,1,2,2
151,Northern_Renaissance/albrecht-durer_adoration-of-the-magi-1.jpg,0,7,9
152,Realism/ivan-shishkin_the-path-through-the-woods-1880-oil-on-canvas-1880.jpg,10,4,12
153,Impressionism/edgar-degas_woman-at-the-window.jpg,5,8,7
154,Symbolism/nicholas-roerich_abode-of-the-spirit.jpg,14,4,14
155,Expressionism/pablo-picasso_crouching-female-nude-1956.jpg,15,5,5
156,Post_Impressionism/vincent-van-gogh_plaster-statuette-of-a-female-torso-1886-2.jpg,22,9,11
157,Impressionism/edgar-degas_woman-squatting.jpg,5,5,7
158,Impressionism/childe-hassam_new-york-hod-carriers.jpg,3,2,7
159,Romanticism/gustave-dore_puss-in-boots.jpg,7,3,13
160,Northern_Renaissance/albrecht-durer_the-cross-of-christ.jpg,0,8,9
161,Expressionism/pablo-picasso_family-of-acrobats-study-1905.jpg,15,2,5
162,Cubism/marc-chagall_three-acrobates-1926.jpg,12,2,4
163,Impressionism/claude-monet_springtime-1886.jpg,4,2,7
164,Impressionism/childe-hassam_nude-on-the-cliffs.jpg,3,5,7
165,Impressionism/edgar-degas_the-little-milliners-1882.jpg,5,2,7
166,Cubism/pablo-picasso_woman-with-yellow-shirt-1907.jpg,15,6,4
167,Realism/john-singer-sargent_venetian-wineshop.jpg,11,2,12
168,Post_Impressionism/vincent-van-gogh_man-on-a-bench-1886.jpg,22,8,11
169,Baroque/rembrandt_man-with-a-magnifying-glass-1629.jpg,20,6,3
170,Impressionism/pierre-auguste-renoir_after-bathing.jpg,17,5,7
171,Symbolism/nicholas-roerich_himalayas-48.jpg,14,4,14
172,Realism/vincent-van-gogh_road-with-pollard-willows-and-man-with-broom-1881.jpg,22,8,12
173,Impressionism/claude-monet_waterloo-bridge-sunlight-effect-5.jpg,4,1,7
174,Post_Impressionism/vincent-van-gogh_portrait-of-the-artist-s-mother-1888.jpg,22,6,11
175,Realism/vincent-van-gogh_tabernacle-in-the-heath.jpg,22,4,12
176,Cubism/salvador-dali_soft-nude-nude-watch.jpg,21,5,4
177,Post_Impressionism/vincent-van-gogh_public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg,22,4,11
178,Romanticism/gustave-dore_the-envious.jpg,7,3,13
179,Naive_Art_Primitivism/marc-chagall_josue-and-the-stone-of-sichem.jpg,12,7,8
180,Cubism/pablo-picasso_the-girls-of-avignon-study-1907.jpg,15,8,4
181,Expressionism/martiros-saryan_trees-in-blossom-1901.jpg,13,4,5
182,Realism/vincent-van-gogh_sower-with-hand-in-sack-1881.jpg,22,8,12
183,Romanticism/paul-cezanne_the-robbers-and-the-donkey.jpg,16,2,13
184,Romanticism/ivan-aivazovsky_night-constantinople-1886.jpg,9,1,13
185,Cubism/salvador-dali_pierrot-playing-the-guitar.jpg,21,2,4
186,Realism/vincent-van-gogh_man-and-woman-sharing-a-meal-1885.jpg,22,8,12
187,Realism/martiros-saryan_portrait-of-a-i-alikhanov.jpg,13,6,12
188,Realism/ivan-shishkin_on-the-seashore-sestroreck.jpg,10,8,12
189,Cubism/pyotr-konchalovsky_cassis-1913.jpg,18,8,4
190,Naive_Art_Primitivism/marc-chagall_couple-with-a-bird-1959.jpg,12,2,8
191,Realism/ivan-shishkin_bench-at-the-mall-1872.jpg,10,4,12
192,Impressionism/camille-pissarro_the-road-to-saint-cyr-at-louveciennes.jpg,2,4,7
193,Romanticism/gustave-dore_don-quixote-3.jpg,7,3,13
194,Art_Nouveau_Modern/raphael-kirchner_fan-1916.jpg,19,2,2
195,Realism/ilya-repin_portrait-of-doctor-constantine-franzevich-yanitsky-1865.jpg,8,6,12
196,Realism/vincent-van-gogh_poplar-trees-1884.jpg,22,4,12
197,Impressionism/claude-monet_pathway-in-monet-s-garden-at-giverny-1902.jpg,4,4,7
198,Expressionism/pablo-picasso_two-brothers-1906.jpg,15,2,5
199,Romanticism/gustave-dore_battle-of-antioch.jpg,7,3,13
200,Realism/eugene-boudin_the-port-portrieux-1873.jpg,6,1,12
201,Art_Nouveau_Modern/raphael-kirchner_behind-the-scenes-1900.jpg,19,2,2
202,Realism/nicholas-roerich_sketch-to-holy-fire-1900.jpg,14,8,12
203,Post_Impressionism/vincent-van-gogh_wheat-fields-1890-1.jpg,22,8,11
204,Expressionism/martiros-saryan_bulls-1903.jpg,13,4,5
205,Impressionism/eugene-boudin_villefranche-the-citadel-1892.jpg,6,4,7
206,Impressionism/claude-monet_rio-della-salute-03.jpg,4,1,7
207,Realism/ivan-shishkin_hut-in-the-the-forest.jpg,10,4,12
208,Impressionism/pierre-auguste-renoir_frederic-bazille-painting-the-heron-1867.jpg,17,6,7
209,Impressionism/childe-hassam_the-sea.jpg,3,4,7
210,Symbolism/nicholas-roerich_lamayuru-monastery-1925.jpg,14,4,14
211,Realism/boris-kustodiev_v-a-kastalsky-tree-sketches-1919.jpg,1,8,12
212,Realism/vincent-van-gogh_peasant-woman-kneeling-possibly-digging-up-carrots-1885.jpg,22,8,12
213,Realism/nicholas-roerich_herodotus-1893.jpg,14,9,12
214,Impressionism/claude-monet_valley-of-the-creuse-afternoon-sunlight.jpg,4,4,7
215,Impressionism/pierre-auguste-renoir_women-bathing.jpg,17,5,7
216,Post_Impressionism/pyotr-konchalovsky_willows-1919.jpg,18,4,11
217,Impressionism/pierre-auguste-renoir_bather-and-maid-the-toilet.jpg,17,5,7
218,Romanticism/gustave-dore_don-quixote-133.jpg,7,3,13
219,Art_Nouveau_Modern/nicholas-roerich_pomeranians-evening-1907.jpg,14,2,2
220,Post_Impressionism/vincent-van-gogh_wheat-field-with-a-stack-of-wheat-or-hay-1890.jpg,22,8,11
221,Analytical_Cubism/pablo-picasso_violin-glass-pipe-and-inkwell-1912.jpg,15,9,1
222,Impressionism/john-singer-sargent_ilex-wood-at-majorca-with-blue-pigs-1908.jpg,11,4,7
223,Abstract_Expressionism/salvador-dali_religious-scene-in-particles.jpg,21,7,0
224,Realism/boris-kustodiev_portrait-v-a-kastalsky-1921.jpg,1,8,12
225,Impressionism/claude-monet_white-frost.jpg,4,1,7
226,Impressionism/pierre-auguste-renoir_figures-in-a-landscape-1900.jpg,17,4,7
227,Impressionism/eugene-boudin_the-seine-at-caudebec-en-caux-1889.jpg,6,4,7
228,Impressionism/claude-monet_taking-a-walk-on-the-cliffs-of-sainte-adresse.jpg,4,4,7
229,Romanticism/gustave-dore_david-attacks-the-ammonites.jpg,7,7,13
230,Impressionism/pierre-auguste-renoir_the-bather-after-the-bath-1888.jpg,17,5,7
231,Realism/ilya-repin_portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876.jpg,8,6,12
232,Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,22,2,12
233,Romanticism/gustave-dore_don-quixote-103.jpg,7,3,13
234,Northern_Renaissance/albrecht-durer_adam-and-eve-1504.jpg,0,7,9
235,Realism/vincent-van-gogh_peasant-woman-stooping-1885.jpg,22,8,12
236,Realism/john-singer-sargent_judith-gautier.jpg,11,6,12
237,Realism/ilya-repin_portrait-of-vera-repina-the-artist-s-wife-1876.jpg,8,6,12
238,Impressionism/claude-monet_cliff-at-sainte-adresse.jpg,4,4,7
239,Post_Impressionism/vincent-van-gogh_wheat-field-with-sheaves-1888-1.jpg,22,8,11
240,Impressionism/claude-monet_cliff-near-pourville.jpg,4,4,7
241,Post_Impressionism/pyotr-konchalovsky_portrait-of-an-art-critic-v-a-nikolsky-1933.jpg,18,6,11
242,Impressionism/pierre-auguste-renoir_the-farm-1914.jpg,17,2,7
243,Symbolism/nicholas-roerich_landscape-1913.jpg,14,4,14
244,Impressionism/claude-monet_the-railway-bridge-at-argenteuil-1.jpg,4,4,7
245,Baroque/rembrandt_moses-smashing-the-tablets-of-the-law-1659.jpg,20,7,3
246,Expressionism/marc-chagall_man-at-table-1911.jpg,12,2,5
247,Impressionism/pierre-auguste-renoir_madame-charles-fray-1901.jpg,17,6,7
248,Impressionism/pierre-auguste-renoir_genevieve-bernheim-de-villers-1910.jpg,17,6,7
249,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1920-1.jpg,1,2,2
250,Post_Impressionism/vincent-van-gogh_sheet-with-a-few-sketches-of-figures-1890.jpg,22,8,11
251,Cubism/pablo-picasso_untitled-1920-2.jpg,15,9,4
252,Realism/vincent-van-gogh_worn-out-1882.jpg,22,2,12
253,Realism/ilya-repin_portrait-of-the-artist-ivan-kramskoy-1882.jpg,8,6,12
254,Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,1,6,12
255,Post_Impressionism/pyotr-konchalovsky_novgorod-detinets-1925.jpg,18,1,11
256,Expressionism/pablo-picasso_untitled-1971.jpg,15,5,5
257,Realism/vincent-van-gogh_fisherman-in-jacket-with-upturned-collar-1883(1).jpg,22,6,12
258,Realism/vincent-van-gogh_sketch-of-a-knee-1886.jpg,22,8,12
259,Analytical_Cubism/pablo-picasso_clarinet-1911.jpg,15,9,1
260,Cubism/marc-chagall_soldiers-1912.jpg,12,6,4
261,Realism/ivan-shishkin_pond-1.jpg,10,4,12
262,Realism/vincent-van-gogh_head-of-a-woman-15.jpg,22,6,12
263,Realism/vincent-van-gogh_diggers-in-torn-up-street-1882(1).jpg,22,8,12
264,Impressionism/pierre-auguste-renoir_young-woman-looking-at-a-print-1896.jpg,17,2,7
265,Art_Nouveau_Modern/raphael-kirchner_lillian-lorraine.jpg,19,2,2
266,Realism/pyotr-konchalovsky_still-life-bread-ham-and-wine-1948.jpg,18,9,12
267,Analytical_Cubism/pablo-picasso_spanish-still-life-1912.jpg,15,9,1
268,Realism/vincent-van-gogh_head-of-a-man-bareheaded-1885(1).jpg,22,8,12
269,Romanticism/gustave-dore_samson-slays-a-lion.jpg,7,7,13
270,Impressionism/edgar-degas_the-racecourse-1885.jpg,5,2,7
271,Romanticism/gustave-dore_the-levite-carries-the-woman-s-body-away.jpg,7,7,13
272,Impressionism/john-singer-sargent_a-boating-party.jpg,11,2,7
273,Baroque/rembrandt_the-tribute-money-1635.jpg,20,7,3
274,Northern_Renaissance/albrecht-durer_sudarium-displayed-by-two-angels-1513.jpg,0,7,9
275,Realism/vincent-van-gogh_man-loading-a-cart-1885.jpg,22,8,12
276,Northern_Renaissance/albrecht-durer_christ-on-the-mount-of-olives-1521.jpg,0,7,9
277,Symbolism/nicholas-roerich_night-rider-1918.jpg,14,4,14
278,Impressionism/eugene-boudin_laundresses-2.jpg,6,2,7
279,Impressionism/claude-monet_woman-with-a-parasol-in-the-garden-in-argenteuil.jpg,4,2,7
280,Romanticism/paul-cezanne_landscape-1867.jpg,16,4,13
281,Cubism/pablo-picasso_standing-woman-1946.jpg,15,6,4
282,Symbolism/nicholas-roerich_issa-and-giant-s-head-1932-3.jpg,14,7,14
283,Realism/john-singer-sargent_mrs-frederick-roller-1895.jpg,11,6,12
284,Realism/vincent-van-gogh_head-of-a-woman-12.jpg,22,6,12
285,Naive_Art_Primitivism/marc-chagall_noah-s-ark-2.jpg,12,8,8
286,Realism/vincent-van-gogh_girl-kneeling-1881(1).jpg,22,2,12
287,Northern_Renaissance/albrecht-durer_the-holy-family-with-the-dragon-fly.jpg,0,7,9
288,Realism/vincent-van-gogh_girl-with-pinafore-half-figure-1883(1).jpg,22,6,12
289,Art_Nouveau_Modern/nicholas-roerich_procopius-the-righteous-removes-a-cloud-of-stone-from-the-great-ustyug-1914.jpg,14,8,2
290,Realism/eugene-boudin_laundresses-on-the-banks-of-the-touques-11.jpg,6,2,12
291,Post_Impressionism/pyotr-konchalovsky_emerald-summer-1922.jpg,18,4,11
292,Impressionism/claude-monet_an-orchard-in-spring(1).jpg,4,4,7
293,Impressionism/childe-hassam_spring-woods.jpg,3,4,7
294,Realism/pablo-picasso_olga-in-a-mantilla-1917.jpg,15,6,12
295,Symbolism/nicholas-roerich_kuluta-mountains-before-the-sunset-1936.jpg,14,4,14
296,Post_Impressionism/paul-cezanne_portrait-of-madame-cezanne-1883.jpg,16,6,11
297,Post_Impressionism/pyotr-konchalovsky_under-the-tree-1929.jpg,18,2,11
298,Art_Nouveau_Modern/nicholas-roerich_by-the-edge-1915.jpg,14,2,2
299,Post_Impressionism/pyotr-konchalovsky_still-life-pipes-1931.jpg,18,9,11
300,Baroque/rembrandt_portrait-of-willem-bartholsz-ruyter.jpg,20,6,3
301,Realism/john-singer-sargent_general-officers-of-world-war-i-1922.jpg,11,6,12
302,Realism/ilya-repin_portrait-of-tatiana-rechinskay-1882.jpg,8,6,12
303,Realism/vincent-van-gogh_standing-woman-half-length-1882.jpg,22,8,12
304,Impressionism/childe-hassam_victory-day-may.jpg,3,1,7
305,Northern_Renaissance/albrecht-durer_christ-and-the-disciples-at-emmaus-1511.jpg,0,7,9
306,Realism/vincent-van-gogh_weaver-arranging-threads-1884.jpg,22,8,12
307,Cubism/paul-cezanne_river-at-the-bridge-of-the-three-sources-1906.jpg,16,4,4
308,Realism/john-singer-sargent_standing-male-figure.jpg,11,5,12
309,Naive_Art_Primitivism/marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,12,3,8
310,Impressionism/camille-pissarro_three-women-cutting-grass-1886.jpg,2,2,7
311,Impressionism/pierre-auguste-renoir_madeline-wearing-a-rose-1916.jpg,17,6,7
312,Post_Impressionism/vincent-van-gogh_gypsies-at-saintes-maries-1888(1).jpg,22,8,11
313,Impressionism/pierre-auguste-renoir_reclining-nude-the-baker-s-wife-1902.jpg,17,5,7
314,Realism/ivan-shishkin_autumn-1894.jpg,10,4,12
315,Analytical_Cubism/pablo-picasso_table-in-a-cafe-bottle-of-pernod-1912.jpg,15,9,1
316,Impressionism/edgar-degas_visit-to-a-museum-1880.jpg,5,2,7
317,Realism/john-singer-sargent_the-archbishop-of-canterbury-randall-thomas-davidson-1910.jpg,11,6,12
318,Romanticism/gustave-dore_the-courage-of-a-mother.jpg,7,7,13
319,Northern_Renaissance/albrecht-durer_side-and-frontal-view-of-the-female-head-1528.jpg,0,8,9
320,Impressionism/pierre-auguste-renoir_a-fence-in-the-forest-1878.jpg,17,4,7
321,Impressionism/claude-monet_san-giorgio-maggiore-3.jpg,4,1,7
322,Realism/vincent-van-gogh_churchyard-in-winter-1883(1).jpg,22,1,12
323,Realism/john-singer-sargent_essie-ruby-and-ferdinand-children-of-asher-wertheimer-1902.jpg,11,6,12
324,Realism/john-singer-sargent_mrs-richard-h-derby-1888.jpg,11,6,12
325,Post_Impressionism/vincent-van-gogh_three-white-cottages-in-saintes-maries-1888.jpg,22,4,11
326,Impressionism/childe-hassam_mount-hood.jpg,3,4,7
327,Romanticism/gustave-dore_idylls-of-the-king-16.jpg,7,3,13
328,Symbolism/nicholas-roerich_nubra-valley.jpg,14,4,14
329,Realism/boris-kustodiev_portrait-of-d-f-bogoslovsky-1902.jpg,1,6,12
330,Impressionism/pablo-picasso_brasserie-on-monmartre.jpg,15,2,7
331,Impressionism/john-singer-sargent_palazzo-labia-venice-1913.jpg,11,1,7
332,Romanticism/gustave-dore_the-battle-of-antioch.jpg,7,3,13
333,Impressionism/pierre-auguste-renoir_jeanne-samary-1877.jpg,17,6,7
